country;date;temperature_avg;temperature_min;temperature_max;precipitation;snow_depth
Finland;2019-12-28;-9.107407407;-15.28888889;-4.703947368;0.789265537;116.4210526
Finland;2015-04-08;4.025;1.336129032;6.196129032;0.116666667;486.5833333
Sweden;2018-10-20;5.077777778;1.241743119;9.210550459;0.885153584;0.0
Finland;2016-03-07;-0.775;-2.065584416;0.001315789;2.122613065;469.6315789
Sweden;2017-11-29;-1.355555556;-7.81146789;-3.817889908;2.728667791;103.3424658
Finland;2016-12-24;-1.275;-5.344736842;0.930263158;4.751041667;214.8181818
Norway;2019-12-29;2.657894737;0.575;6.792307692;19.75630252;195.8148148
Sweden;2018-08-06;16.4;10.81226415;20.11037736;0.687372014;0.0
Finland;2017-01-15;-7.242857143;-9.147297297;-3.048993289;0.355789474;333.7142857
Norway;2017-03-08;-4.378947368;-8.824369748;-0.501680672;4.57896679;251.7533632
Norway;2017-04-11;0.984210526;-1.023275862;5.114782609;4.658181818;133.7733333
Sweden;2017-12-23;2.288888889;-5.242922374;3.585321101;1.69544688;177.7272727
Sweden;2016-07-21;18.99;10.34363636;24.76531532;0.058469055;0.0
Finland;2019-07-12;12.58214286;5.868421053;17.17189542;0.395428571;0.0
Finland;2018-03-07;-14.075;-19.56078431;-7.954605263;0.064835165;477.5909091
Sweden;2016-08-21;15.22;11.34932735;18.73555556;1.057491857;0.0
Sweden;2018-12-12;-3.211111111;-8.462037037;-1.616666667;0.224829932;113.3613445
Finland;2018-05-22;16.15;7.125694444;22.67671233;0.088950276;0.0
Norway;2015-01-17;-1.336842105;-2.782727273;1.968181818;4.28057554;346.8663594
Finland;2017-01-22;-4.364285714;-9.575496689;-1.966447368;1.131382979;267.7777778
Finland;2017-06-26;11.41428571;8.975816993;14.71437908;4.246842105;0.0
Norway;2019-03-20;2.631578947;-0.839423077;6.267307692;8.083760684;345.8421053
Finland;2018-09-01;13.43928571;8.853642384;18.01699346;1.342777778;2.5
Sweden;2018-08-27;11.71428571;5.331308411;16.19150943;3.413798978;0.0
Norway;2017-06-06;11.34736842;7.307627119;15.83760684;4.354545455;9.772321429
Finland;2015-05-05;7.0;-0.195483871;10.95806452;0.070707071;368.625
Finland;2017-09-07;8.992857143;5.178145695;12.88116883;4.062702703;0.0
Finland;2017-08-11;16.29642857;11.92597403;20.53896104;0.324864865;0.0
Norway;2019-01-25;-5.284210526;-7.01372549;-2.858823529;3.838297872;326.7806122
Norway;2019-01-24;-6.184210526;-7.275490196;-3.370873786;1.050638298;326.2631579
Norway;2019-05-02;1.505263158;0.093069307;6.156862745;1.97375;23.63684211
Norway;2015-11-26;1.077777778;-2.47079646;3.669090909;14.68731884;50.09389671
Finland;2019-12-18;-1.403703704;-3.465359477;0.479220779;7.324858757;136.6666667
Finland;2019-09-19;3.442857143;-0.515789474;8.193421053;0.923863636;0.0
Norway;2015-01-13;-3.421052632;-7.065454545;0.609090909;6.410071942;327.0045455
Sweden;2017-04-11;3.211111111;0.04479638;6.313004484;1.580921053;108.48
Sweden;2018-02-22;-8.211111111;-15.58211009;-5.602752294;0.277571669;462.7123288
Norway;2019-05-25;6.805263158;5.035643564;11.33333333;2.117573222;9.344262295
Finland;2016-09-22;8.546428571;6.247368421;11.24569536;0.031770833;0.0
Finland;2016-11-21;3.307142857;0.8875;4.470198675;3.232474227;144.75
Norway;2017-03-18;-2.957894737;-3.851694915;2.545833333;0.848518519;241.0859729
Finland;2017-05-24;10.475;2.985526316;15.27467532;0.025531915;234.2
Sweden;2018-07-08;16.92222222;9.355868545;23.71273585;0.665423729;0.0
Finland;2018-03-18;-2.442857143;-8.854666667;1.213245033;0.475409836;533.2727273
Finland;2015-12-25;3.021428571;0.124025974;4.144805195;4.498507463;332.2222222
Sweden;2015-05-21;8.93;2.4892;13.6512;0.351111111;2.486910995
Sweden;2019-10-19;7.411111111;3.734579439;7.825233645;6.525789474;4.603658537
Sweden;2017-09-11;12.93333333;9.237837838;15.16891892;2.700833333;0.0
Sweden;2018-11-10;5.966666667;4.156481481;5.865116279;3.013162393;5.233918129
Sweden;2016-03-10;-0.61;-6.427876106;3.308810573;0.088870968;275.4255319
Finland;2016-11-09;-7.607142857;-10.14671053;-4.939333333;0.520207254;59.6
Norway;2017-05-08;1.936842105;0.351724138;6.787288136;0.577090909;69.47368421
Norway;2017-04-02;1.478947368;-0.472321429;7.394827586;1.07189781;173.2837838
Sweden;2015-11-15;3.58;-1.845418327;2.966135458;0.385232745;19.14209115
Finland;2018-06-27;15.65;10.55167785;20.39403974;0.19558011;0.0
Finland;2019-04-14;2.803703704;-1.005921053;7.05620915;0.0;472.0666667
Sweden;2019-09-02;13.48888889;10.28130841;17.27906977;2.817513135;0.0
Finland;2016-11-11;-8.332142857;-12.27712418;-5.32781457;0.618134715;93.21052632
Finland;2018-08-06;14.23214286;11.56066667;18.13157895;2.917679558;0.0
Sweden;2016-07-08;15.7;9.126363636;19.36272727;1.58091354;0.0
Sweden;2017-05-29;11.75555556;7.294545455;16.07927928;0.436079077;0.785907859
Finland;2018-04-21;3.132142857;0.61192053;5.956862745;0.97173913;505.0
Sweden;2017-09-30;9.688888889;6.086547085;11.57623318;0.085524126;0.0
Norway;2018-01-27;-4.933333333;-7.897196262;-0.882407407;10.52977099;399.3791469
Norway;2019-05-30;6.205263158;4.118446602;10.18380952;6.835146444;7.197802198
Norway;2018-12-18;-4.426315789;-7.787378641;-1.393069307;0.917012448;131.5625
Sweden;2017-08-29;15.31111111;11.41538462;18.15656109;2.17076412;0.0
Norway;2017-03-04;-2.131578947;-5.0025;1.101666667;1.574169742;245.3811659
Norway;2016-07-02;13.34210526;10.77079646;17.48695652;8.192753623;0.0
Sweden;2016-09-16;12.59;6.779555556;16.14292035;0.15;0.0
Sweden;2017-10-29;2.677777778;-0.731506849;4.25412844;0.178964942;4.375
Finland;2015-01-27;-2.314285714;-3.916774194;-0.730769231;1.766497462;354.7391304
Sweden;2016-05-16;7.19;2.585777778;10.93480176;0.851132686;0.0
Sweden;2019-06-23;13.82222222;7.023584906;18.28767773;0.563541667;0.0
Sweden;2019-01-01;2.011111111;-1.614084507;3.873953488;0.448885077;128.7945205
Finland;2017-09-20;6.560714286;4.481045752;8.463636364;1.167741935;0.0
Finland;2017-03-26;3.092857143;-3.347058824;7.508441558;0.475132275;435.4
Norway;2015-05-06;7.882352941;5.94587156;12.17981651;4.049458484;100.8294931
Finland;2015-03-30;0.664285714;-0.391503268;1.73483871;6.744949495;472.0625
Norway;2019-02-27;0.747368421;-0.549019608;5.493333333;3.08220339;213.796875
Sweden;2016-03-27;4.81;0.346460177;8.647533632;0.848064516;155.6353591
Sweden;2017-08-25;11.42222222;7.792272727;14.33063063;2.671760797;0.0
Norway;2015-10-06;6.233333333;4.224074074;10.11454545;0.40326087;1.055045872
Norway;2017-08-02;12.88947368;10.86173913;17.41111111;3.551824818;0.0
Finland;2015-12-14;-7.057142857;-10.26797386;-3.77124183;0.207537688;291.5714286
Finland;2018-10-29;-5.342857143;-8.724832215;-1.769798658;0.033707865;18.71428571
Finland;2015-11-24;-2.560714286;-7.833766234;0.056862745;1.173366834;115.9
Sweden;2017-02-03;-2.188888889;-4.038392857;-1.428571429;0.396247961;140.536193
Norway;2017-07-15;12.92631579;8.473275862;17.9387931;6.680727273;0.0
Sweden;2015-10-24;7.09;0.2152;8.4036;1.41221865;0.109589041
Norway;2019-02-07;-4.836842105;-7.263106796;-1.22745098;4.176170213;427.8697917
Sweden;2016-05-14;5.59;1.397345133;10.06519824;1.115372168;0.923913043
Sweden;2017-10-03;10.68888889;8.407798165;11.39589041;4.973956594;0.0
Norway;2016-11-28;-1.668421053;-4.682608696;1.831896552;2.419485294;86.76681614
Finland;2017-11-25;0.960714286;-0.674025974;2.912418301;1.857754011;224.3636364
Sweden;2017-03-26;6.466666667;-0.046153846;11.08108108;0.300327869;164.6027397
Norway;2015-12-10;2.231578947;0.021818182;6.375675676;7.114130435;77.05607477
Norway;2017-03-19;-3.510526316;-6.899159664;1.522689076;3.444649446;236.4705882
Finland;2018-11-01;4.753571429;2.279861111;6.780272109;0.194382022;42.5
Sweden;2016-07-18;15.13;8.660454545;18.6321267;0.4747557;0.0
Sweden;2017-03-09;0.2;-6.702222222;0.850222222;0.533278689;252.4210526
Finland;2017-10-07;5.778571429;4.109271523;8.277272727;3.220430108;0.0
Finland;2015-02-19;0.492857143;-4.691025641;1.949677419;0.74040404;442.5454545
Finland;2018-03-12;-3.685714286;-6.864935065;-0.994117647;5.485164835;485.7368421
Norway;2016-02-29;-3.773684211;-6.920175439;0.635087719;0.305128205;388.0434783
Sweden;2018-02-05;-9.911111111;-19.04246575;-8.3359447;0.177908938;430.1058201
Sweden;2018-08-11;15.4875;11.8240566;19.94976526;6.267064846;0.0
Finland;2017-08-20;15.60714286;13.53866667;18.70584416;1.382352941;0.0
Sweden;2016-06-25;18.98;13.18378378;24.10717489;1.211308562;0.0
Finland;2015-01-20;-16.26785714;-17.49096774;-11.08387097;0.01319797;303.1818182
Norway;2019-05-14;6.268421053;2.525714286;11.08857143;0.557916667;12.38829787
Norway;2016-07-18;12.52631579;9.092173913;16.96465517;0.798550725;0.0
Norway;2016-05-29;11.37368421;8.225862069;16.38205128;2.436996337;3.238095238
Norway;2017-04-07;2.447368421;0.433043478;7.670434783;1.757818182;142.0220264
Norway;2019-07-21;14.33157895;12.43009709;18.61057692;6.819087137;0.0
Norway;2015-12-11;-1.521052632;-2.27706422;2.768141593;5.881454545;91.87111111
Norway;2019-08-08;13.11052632;10.66930693;17.09417476;2.85875;0.0
Finland;2018-09-27;5.75;4.102013423;8.184313725;1.174033149;0.0
Sweden;2017-12-18;-3.144444444;-10.22363636;-2.468807339;0.614671164;221.8882979
Norway;2018-05-21;11.69473684;8.126851852;17.5212963;0.318939394;5.401913876
Norway;2015-09-10;10.79444444;6.803636364;17.2036036;0.064981949;0.045045045
Finland;2018-04-24;4.132142857;1.030263158;6.677272727;0.831891892;473.6363636
Finland;2017-02-13;2.35;-2.650993377;4.770666667;0.122105263;312.5238095
Finland;2017-12-06;-7.853571429;-8.874172185;-4.891503268;0.163978495;177.7222222
Finland;2019-01-22;-16.175;-23.31879195;-10.40728477;1.313793103;372.35
Norway;2018-10-29;-1.068421053;-4.909615385;1.110679612;1.563414634;14.06598985
Sweden;2019-11-11;-1.377777778;-7.35412844;-1.401388889;2.735438596;56.01139601
Finland;2016-10-05;3.3;-0.955555556;8.105228758;0.024479167;0.0
Sweden;2018-02-10;-2.877777778;-6.129357798;-1.186697248;0.204898649;411.5472779
Sweden;2018-01-07;-5.133333333;-12.53013699;-2.728310502;0.694772344;289.8575499
Finland;2018-07-09;17.85714286;11.53026316;22.55;0.021111111;0.0
Finland;2016-08-01;15.89285714;12.51133333;19.502;3.22974359;0.0
Norway;2019-01-10;-0.389473684;-4.17745098;3.363636364;4.685232068;148.1534392
Finland;2015-09-22;10.68571429;8.897368421;13.09803922;5.131313131;0.0
Finland;2017-09-02;9.960714286;5.707843137;14.66168831;0.120540541;0.0
Sweden;2016-05-29;13.16;8.467555556;19.21238938;1.663915858;0.0
Finland;2016-01-17;-19.775;-24.98815789;-12.26103896;0.550251256;306.375
Sweden;2019-02-11;-2.266666667;-7.588940092;-0.106422018;0.325;290.6811989
Norway;2019-02-14;1.568421053;-1.254901961;5.739423077;4.226271186;371.9895288
Finland;2019-09-03;13.025;10.41;17.66405229;0.766666667;0.0
Norway;2018-09-25;5.605263158;1.411650485;9.993137255;21.94736842;1.063829787
Finland;2015-03-17;1.553571429;-4.952258065;7.898064516;0.010204082;424.8
Finland;2017-09-28;7.064285714;5.58013245;9.555555556;0.068108108;0.0
Sweden;2018-08-04;19.8;14.46028708;23.70616114;1.903412969;0.0
Sweden;2016-06-28;15.54;11.3040724;19.84189189;1.192568659;0.0
Sweden;2015-12-16;-2.03;-7.946825397;-1.247808765;1.121095008;67.01333333
Sweden;2015-08-23;16.53;7.931020408;23.40367347;0.1;0.0
Finland;2016-09-27;11.67142857;8.807284768;14.14701987;0.305154639;0.0
Norway;2016-03-08;-1.763157895;-4.961946903;2.184210526;0.336263736;440.7351598
Sweden;2017-09-03;11.55555556;5.314414414;16.14524887;5.150417362;0.0
Norway;2016-02-08;0.905263158;-0.842477876;4.133333333;8.372727273;290.5707965
Sweden;2015-07-15;14.54;9.57231405;18.6053719;2.203870968;0.0
Sweden;2017-08-31;12.92222222;8.89638009;15.86244344;3.499169435;0.0
Finland;2019-12-19;-3.262962963;-5.670860927;-1.130718954;0.568926554;111.0526316
Sweden;2016-04-04;5.37;1.267400881;7.746929825;1.32171799;111.3756614
Norway;2019-12-09;-4.242105263;-5.549019608;0.736893204;2.627310924;182.2041885
Norway;2016-02-06;-1.526315789;-3.182300885;3.036283186;11.2010989;317.8636364
Finland;2015-06-25;13.27142857;11.48552632;16.48774194;3.22979798;0.0
Sweden;2015-04-21;7.06;1.533870968;13.1816;0.070063694;80.0530504
Norway;2015-06-12;9.177777778;6.614678899;13.87272727;1.332374101;3.627906977
Norway;2016-10-27;5.878947368;3.718103448;8.385344828;11.11721612;0.934579439
Finland;2017-06-19;13.69642857;10.41192053;17.28823529;2.587096774;0.0
Sweden;2018-01-14;-3.166666667;-10.26863636;-3.804090909;0.187689713;275.960452
Finland;2018-04-27;4.435714286;-0.176973684;9.258169935;0.566298343;401.3
Sweden;2016-12-01;-0.44;-5.090666667;0.998214286;1.151869919;93.91304348
Sweden;2017-11-11;0.877777778;-3.451152074;2.102739726;3.076599327;15.29247911
Sweden;2015-05-09;6.98;1.468421053;11.25020243;2.511111111;24.26997245
Finland;2019-08-13;15.44642857;12.91363636;18.97581699;5.007821229;0.0
Sweden;2017-06-02;8.811111111;3.078181818;13.35565611;0.199339934;0.0
Finland;2016-09-12;11.91785714;9.417333333;15.45098039;0.420618557;0.0
Norway;2019-04-03;1.731578947;-0.906796117;5.920192308;0.780334728;210.8376963
Norway;2015-07-26;11.04444444;8.91682243;15.26363636;4.115884477;0.101010101
Sweden;2015-06-21;13.14;7.563404255;18.83135593;1.62912;0.0
Sweden;2017-12-21;-0.022222222;-3.771559633;2.589497717;0.466273187;182.5956284
Finland;2019-04-09;-1.646428571;-3.331081081;0.718543046;2.686516854;475.0625
Norway;2016-10-21;4.636842105;2.731858407;6.977192982;0.226199262;0.136363636
Norway;2016-01-18;-8.2;-11.77522124;-4.74375;2.274909091;275.1965066
Norway;2017-06-04;8.357894737;7.232173913;12.17457627;4.568363636;12.82648402
Sweden;2019-06-21;15.58888889;11.96028708;19.38632075;2.303819444;0.0
Sweden;2018-03-07;-3.888888889;-7.859069767;-3.849769585;1.687118644;506.010929
Finland;2018-01-15;-5.982142857;-8.055921053;-3.719078947;0.231693989;392.6111111
Norway;2019-12-21;-0.163157895;-1.469902913;3.719607843;1.887815126;201.1693122
Finland;2017-09-01;11.50357143;9.365562914;15.01753247;3.078378378;0.0
Norway;2015-05-22;6.876470588;4.176635514;10.73853211;8.98267148;24.60093897
Finland;2016-12-30;1.1;-2.189781022;2.826086957;2.114507772;300.5833333
Norway;2018-11-23;-2.036842105;-4.373076923;0.626666667;1.079253112;2.525773196
Sweden;2018-11-26;-2.977777778;-7.497222222;-0.831651376;0.065470085;1.983695652
Sweden;2017-05-31;9.755555556;6.002714932;13.45585586;1.573563218;1.742627346
Norway;2018-02-16;-2.589473684;-3.928301887;0.495327103;1.705681818;552.1363636
Norway;2017-07-17;11.54736842;8.540517241;15.81293103;4.808;0.0
Norway;2015-05-18;6.229411765;1.810280374;10.91743119;4.395652174;40.27522936
Sweden;2019-09-29;10.32222222;7.014485981;11.87962963;3.702982456;0.158227848
Finland;2016-11-13;-4.685714286;-8.528947368;-2.843421053;0.119270833;73.65
Sweden;2019-03-21;4.477777778;-1.688317757;7.979534884;0.434707904;304.2485549
Norway;2015-09-15;11.62777778;10.58518519;15.92727273;12.22391304;1.583710407
Sweden;2019-06-01;10.08888889;4.368837209;14.14186047;1.558506944;0.0
Finland;2016-08-08;17.05;11.89205298;21.04503311;1.106701031;0.0
Norway;2017-04-23;0.189473684;-2.084210526;4.786086957;6.246886447;140.7647059
Finland;2015-02-22;-0.478571429;-1.681168831;0.715483871;2.52979798;404.5714286
Sweden;2016-03-13;0.05;-6.297333333;3.577876106;0.145967742;255.5277778
Finland;2017-12-22;-3.885714286;-5.674172185;-0.819736842;0.533333333;280.0526316
Norway;2018-01-11;-1.063157895;-4.383962264;1.83271028;0.856603774;330.6451613
Norway;2015-08-26;13.53333333;11.96605505;17.76545455;11.43754513;0.0
Finland;2015-07-09;15.05357143;12.09090909;18.69483871;4.52979798;0.0
Norway;2018-09-01;11.14210526;5.568932039;17.20291262;0.583333333;0.0
Finland;2015-05-14;5.760714286;3.979605263;9.138311688;3.0995;149.75
Norway;2018-07-01;14.76842105;7.450980392;21.96666667;0.079282869;0.0
Finland;2017-10-24;-1.646428571;-4.025324675;1.145098039;0.06972973;22.2
Norway;2016-11-22;0.884210526;-1.378813559;3.489565217;8.126739927;104.8648649
Sweden;2018-06-20;12.81111111;8.228504673;16.82592593;3.465430017;0.0
Sweden;2019-05-08;4.722222222;-0.175576037;8.607834101;1.069310345;15.76704545
Norway;2015-06-22;11.53333333;7.764545455;17.01818182;1.774820144;0.091743119
Norway;2016-03-28;4.678947368;3.15;7.557391304;7.282116788;201.7351598
Finland;2019-05-12;8.292857143;5.949333333;12.1125;2.815642458;66.0
Sweden;2019-11-02;2.155555556;-2.50787037;2.683944954;2.544035088;17.85294118
Norway;2019-04-20;7.647368421;2.473076923;14.61747573;0.98375;99.20212766
Finland;2017-03-16;1.289285714;-1.936423841;4.520915033;1.98994709;468.2631579
Sweden;2017-05-27;14.86666667;6.245495495;19.15720721;1.314332784;0.139275766
Finland;2018-10-13;10.16428571;6.625;11.818;0.335555556;3.333333333
Sweden;2017-10-15;9.077777778;5.013824885;10.65115207;1.584641068;0.0
Sweden;2017-11-30;-1.311111111;-8.118721461;-3.198617512;1.283529412;136.873385
Norway;2016-05-28;11.1;8.237068966;16.85811966;2.404395604;3.076923077
Norway;2019-07-19;13.97368421;11.33663366;19.26346154;2.807531381;12.6519337
Finland;2017-02-16;-1.85;-3.850993377;-0.239215686;1.150793651;288.7142857
Norway;2017-01-10;-1.257894737;-2.190677966;3.242735043;9.906617647;152.8181818
Sweden;2016-12-23;1.46;-2.638288288;2.532579186;3.021788618;71.328125
Norway;2018-07-12;14.03157895;12.092;21.49803922;1.258167331;0.0
Norway;2017-07-08;11.42105263;9.703571429;16.21578947;3.253284672;0.0
Norway;2015-10-11;6.272222222;3.69;9.584684685;1.400727273;0.321100917
Norway;2019-05-26;5.984210526;3.925;10.43904762;0.693775934;9.835164835
Norway;2018-12-19;-0.436842105;-3.833333333;1.571287129;3.274688797;129.5336788
Norway;2016-03-13;2.394736842;-0.125663717;5.325438596;3.978308824;399.266055
Sweden;2019-07-31;12.87777778;7.433023256;18.22465116;0.250868056;0.0
Norway;2017-07-20;13.88947368;8.332758621;19.89145299;1.441454545;0.0
Norway;2019-07-10;12.47894737;8.435294118;18.27475728;0.029166667;0.0
Norway;2017-08-31;9.810526316;8.329310345;14.46293103;3.118478261;0.0
Finland;2015-10-02;8.717857143;5.932236842;11.39019608;3.091414141;3.333333333
Norway;2015-02-19;1.494736842;0.714545455;5.875675676;6.973021583;341.456621
Sweden;2015-09-30;11.47;5.485714286;14.93904382;0.4514377;0.0
Finland;2016-01-13;-16.47142857;-18.25194805;-13.11623377;3.636868687;248.1333333
Finland;2018-02-25;-11.88214286;-18.25686275;-7.238815789;0.381111111;474.2727273
Finland;2017-05-26;8.182142857;4.452941176;12.6961039;0.164893617;203.8
Norway;2018-07-26;16.08421053;11.25049505;22.47352941;0.258565737;0.0
Norway;2018-12-07;-1.594736842;-3.870192308;1.270873786;6.825311203;93.29949239
Sweden;2015-03-28;2.45;-2.9576;6.05502008;2.39015873;184.8626374
Sweden;2015-11-04;6.84;2.660956175;8.480952381;0.120352564;0.0
Norway;2017-04-28;2.557894737;-2.306956522;6.126956522;3.765808824;128.0829694
Norway;2017-09-26;10.96315789;8.4875;14.86106195;0.916058394;0.0
Finland;2017-05-25;10.15714286;4.992156863;15.34025974;0.760846561;336.0
Finland;2016-09-16;8.310714286;5.468421053;12.42434211;0.013020833;0.0
Sweden;2016-07-09;15.97;9.339366516;20.51447964;1.734747145;0.0
Finland;2019-03-13;-12.00714286;-18.16666667;-2.969333333;0.920338983;541.2352941
Norway;2018-01-09;-3.742105263;-6.830555556;0.913207547;0.433962264;337.3972603
Sweden;2019-05-07;3.722222222;0.159069767;7.322580645;2.901724138;10.76923077
Sweden;2019-06-16;18.26666667;10.92850467;23.60139535;0.078472222;0.0
Sweden;2016-10-20;6.17;3.415418502;6.748684211;1.91197411;-0.02617801
Norway;2015-02-17;0.784210526;-2.035714286;3.322727273;8.414388489;355.1162791
Norway;2018-02-04;-8.378947368;-11.85794393;-4.88;0.316666667;458.6221198
Norway;2017-06-27;9.315789474;5.893103448;13.96923077;0.437906137;0.0
Norway;2019-09-02;10.59473684;7.863461538;15.27211538;6.291949153;0.0
Finland;2019-01-24;-18.79642857;-20.88609272;-10.49798658;0.224712644;385.5238095
Sweden;2016-12-02;-0.83;-6.771555556;1.220982143;0.283577236;90.05167959
Norway;2015-02-05;-4.547368421;-9.917857143;-1.011111111;2.870036101;423.3139013
Sweden;2019-05-21;16.06666667;9.48156682;21.06082949;0.787931034;0.0
Norway;2015-05-20;6.935294118;4.095412844;11.37614679;2.02599278;31.86602871
Sweden;2019-12-22;2.611111111;0.066976744;2.310138249;2.526094571;125.8651026
Finland;2019-09-04;12.28571429;7.525827815;17.01960784;1.423428571;0.0
Norway;2015-01-02;1.966666667;-0.066972477;5.479090909;8.494964029;179.4151786
Sweden;2017-09-29;9.855555556;7.190045249;11.78295964;0.039267887;0.0
Finland;2016-04-28;7.660714286;2.024183007;11.59869281;2.562626263;475.7142857
Finland;2018-03-29;-4.582142857;-11.33466667;0.615131579;0.055801105;541.6363636
Norway;2015-12-22;0.984210526;-0.125663717;5.032142857;7.467753623;69.06944444
Finland;2018-07-25;22.83214286;16.06554054;28.46357616;1.19281768;0.0
Sweden;2018-04-19;9.255555556;2.671889401;14.63623853;0.534966216;264.0054496
Norway;2015-10-07;5.861111111;4.31559633;9.197272727;1.129347826;0.550458716
Sweden;2016-08-22;15.25;10.20755556;19.38839286;5.538273616;0.0
Sweden;2017-03-07;-5.322222222;-12.36919643;-3.370666667;2.380491803;240.828877
Finland;2019-07-04;12.23928571;8.150649351;15.94545455;2.560451977;0.0
Norway;2017-07-09;12.57368421;9.397391304;17.21217391;3.283941606;0.0
Sweden;2016-04-18;4.75;-0.811504425;7.971806167;1.911993517;80.68601583
Finland;2017-07-21;12.88571429;8.757615894;16.72941176;1.705945946;0.0
Finland;2019-08-15;13.28928571;10.19463087;16.63576159;2.026815642;0.0
Norway;2016-11-01;2.294736842;1.574137931;5.30862069;2.682720588;9.724770642
Norway;2019-11-21;0.826315789;-1.106730769;4.62745098;4.864435146;130.2631579
Finland;2016-02-19;-1.221428571;-2.913815789;-0.247712418;1.314070352;375.5555556
Sweden;2017-08-20;14.3;10.92648402;17.23119266;2.816445183;0.0
Norway;2017-04-24;-0.673684211;-2.776106195;3.808695652;2.796323529;159.4692982
Norway;2015-07-15;11.12777778;9.452777778;14.68181818;3.86101083;0.0
Sweden;2019-08-26;17.81111111;10.91574074;23.14285714;0.068118467;0.0
Finland;2018-05-02;4.685714286;2.077124183;7.047712418;3.733152174;323.1111111
Finland;2018-01-11;-7.310714286;-9.664052288;-3.926973684;0.056284153;411.5263158
Finland;2019-03-14;-2.207142857;-6.683443709;-0.709459459;1.700564972;484.3636364
Norway;2018-10-28;-2.621052632;-5.266336634;1.114423077;0.106504065;13.94736842
Finland;2018-02-26;-10.90714286;-13.43178808;-6.855263158;0.106043956;478.0454545
Sweden;2015-12-23;3.46;-1.7284;4.231474104;1.095330113;79.09836066
Finland;2015-10-14;4.017857143;0.818421053;8.264705882;0.040101523;10.0
Norway;2015-06-07;7.916666667;6.259259259;12.04636364;3.533453237;8.580188679
Sweden;2017-12-08;2.388888889;-0.982488479;3.032420091;2.533052277;137.5067751
Sweden;2018-11-24;-1.6;-5.084792627;0.229816514;0.225811966;1.583333333
Norway;2017-11-24;0.511111111;-1.216037736;4.221153846;5.489473684;122.2222222
Finland;2019-04-22;8.15;2.977631579;12.22039474;0.06741573;390.8
Sweden;2018-12-31;-0.655555556;-8.907476636;2.008450704;2.862033898;139.1957105
Norway;2018-04-15;5.210526316;0.51588785;11.98623853;0.124137931;381.6790698
Sweden;2015-02-16;-1.96;-7.054150198;-1.761904762;0.039461173;258.7733333
Finland;2018-11-30;1.035714286;-1.505882353;1.800662252;1.683615819;46.26666667
Sweden;2019-06-27;14.65555556;10.45707547;18.51962617;0.172222222;0.0
Finland;2016-04-10;2.875;-1.193421053;6.825490196;0.03989899;571.25
Norway;2016-09-09;12.62105263;11.20434783;17.36923077;3.212363636;0.0
Norway;2019-11-16;-1.184210526;-2.757142857;2.027184466;3.839330544;68.30687831
Finland;2017-09-25;9.510714286;5.850657895;14.27189542;0.031351351;0.0
Norway;2019-03-31;-1.157894737;-2.431683168;3.027184466;1.725630252;238.4042553
Norway;2016-09-23;10.49473684;9.168421053;14.34102564;3.832481752;0.134529148
Finland;2017-10-03;6.864285714;5.767320261;7.612418301;7.004787234;0.0
Finland;2015-04-03;0.685714286;-1.255844156;2.705806452;0.472588832;536.8571429
Sweden;2016-07-04;14.28;7.557657658;18.86199095;1.854649266;0.0
Norway;2017-10-01;10.0;7.977678571;13.59636364;19.91970803;0.0
Norway;2019-02-26;1.342105263;-0.386538462;6.688461538;1.441101695;222.4010417
Finland;2015-03-16;1.407142857;-5.155194805;8.137419355;0.0;427.0
Finland;2015-10-06;0.321428571;-2.701315789;5.37124183;0.016243655;27.75
Norway;2015-11-04;3.805555556;2.901834862;8.141818182;1.293478261;1.951219512
Norway;2015-12-29;-0.4;-3.661403509;2.457142857;2.186956522;119.2739726
Norway;2018-05-24;11.24736842;5.466055046;17.8537037;0.058490566;5.556074766
Sweden;2019-09-27;9.566666667;4.176851852;12.7627907;6.260877193;0.0
Finland;2019-09-24;3.182142857;-0.649350649;7.269480519;0.982285714;0.0
Finland;2018-09-24;5.832142857;3.053691275;9.686092715;0.358563536;0.0
Finland;2018-03-28;-5.664285714;-12.98223684;-0.37124183;0.241208791;543.0454545
Sweden;2018-05-26;16.05555556;8.050684932;21.56090909;0.332883642;0.0
Sweden;2015-04-12;5.19;1.139442231;8.463636364;4.898407643;121.8611111
Finland;2018-05-30;12.85714286;9.816107383;18.19276316;0.175138122;0.0
Sweden;2017-10-19;3.4;-0.256621005;7.972727273;0.223372287;0.0
Finland;2016-08-09;15.42142857;13.62972973;18.68543046;3.200512821;0.0
Norway;2016-05-14;5.505263158;2.237931034;9.617948718;1.157664234;24.41860465
Finland;2018-06-03;13.81071429;8.234;18.52894737;0.914835165;0.0
Finland;2016-04-23;0.714285714;-2.741830065;4.393464052;0.2825;587.2857143
Finland;2015-12-26;-2.114285714;-5.105921053;3.056774194;0.8;376.5
Norway;2016-01-26;0.294444444;-1.678947368;4.622123894;10.20942029;211.9590909
Sweden;2015-05-01;4.85;0.653571429;7.743027888;4.743492063;61.41304348
Finland;2015-03-09;2.689285714;0.194155844;5.352903226;0.056565657;436.5625
Sweden;2016-04-19;4.72;0.504405286;7.765789474;1.301296596;82.61333333
Finland;2018-03-24;-6.385714286;-14.93421053;-1.034437086;1.913259669;550.5454545
Sweden;2019-11-28;1.2875;-4.01588785;-0.405607477;7.397363796;66.68621701
Sweden;2015-08-05;16.02;11.59121339;19.65477178;2.08976;0.0
